Частота	A * B
(kГц)	(?)

20.33710480	1.25486300
20.36094666	1.16529600
20.38478851	0.34604950
20.40863037	0.05536772
20.43247223	0.08843131
20.45631409	0.06137089
20.48015594	0.02812188
20.50399780	0.05509717
20.52783966	0.14986250
20.55168152	0.14040110
20.57552338	0.10900760
20.59936523	0.06892890
20.62320709	0.09099100
20.64704895	0.21286770
20.67089081	0.09323204
20.69473267	0.15644100
20.71857452	0.09592471
20.74241638	0.09389176
20.76625824	0.19909830
20.79010010	0.12767980
20.81394196	0.08769757
20.83778381	0.06316243
20.86162567	0.01105645
20.88546753	0.05208272
20.90930939	0.11310310
20.93315125	0.09480072
20.95699310	0.04413030
20.98083496	0.12184960
21.00467682	0.25027780
21.02851868	0.24548990
21.05236053	0.20004870
21.07620239	0.14935290
21.10004425	0.12278720
21.12388611	0.12787120
21.14772797	0.10299390
21.17156982	0.05360008
21.19541168	0.07081306
21.21925354	0.10601830
21.24309540	0.05224785
21.26693726	0.04409022
21.29077911	0.09846595
21.31462097	0.53213400
21.33846283	1.34872300
21.36230469	1.18722100
21.38614655	0.34083090
21.40998840	0.04183090
21.43383026	0.08575008
21.45767212	0.04620048
21.48151398	0.00831144
21.50535583	0.05870178
21.52919769	0.13150330
21.55303955	0.13035990
21.57688141	0.12369590
21.60072327	0.09025192
21.62456512	0.14449720
21.64840698	0.21975500
21.67224884	0.10006740
21.69609070	0.12577040
21.71993256	0.06869932
21.74377441	0.09612664
21.76761627	0.18523010
21.79145813	0.12022610
21.81529999	0.09477486
21.83914185	0.04766832
21.86298370	0.03233694
21.88682556	0.05656766
21.91066742	0.13256730
21.93450928	0.14127350
21.95835114	0.10071350
21.98219299	0.34210280
22.00603485	0.51237850
22.02987671	0.36937300
22.05371857	0.21057100
22.07756042	0.11477620
22.10140228	0.10968320
22.12524414	0.12431630
22.14908600	0.10762180
22.17292786	0.06822793
22.19676971	0.06570447
22.22061157	0.09455456
22.24445343	0.03423065
22.26829529	0.05898356
22.29213715	0.09343167
22.31597900	0.58859240
22.33982086	1.41743300
22.36366272	1.18965900
22.38750458	0.33173890
22.41134644	0.03009324
22.43518829	0.07021090
22.45903015	0.02626011
22.48287201	0.02309598
22.50671387	0.05760998
22.53055573	0.11235950
22.55439758	0.12115520
22.57823944	0.13449730
22.60208130	0.13873960
22.62592316	0.20006440
22.64976501	0.21327390
22.67360687	0.09086875
22.69744873	0.11310960
22.72129059	0.06580078
22.74513245	0.08649500
22.76897430	0.15970760
22.79281616	0.11119580
22.81665802	0.08354165
22.84049988	0.00782960
22.86434174	0.06289911
22.88818359	0.04945503
22.91202545	0.16042650
22.93586731	0.19384680
22.95970917	0.19985300
22.98355103	0.55680240
23.00739288	0.74496800
23.03123474	0.46646790
23.05507660	0.19368210
23.07891846	0.06434632
23.10276031	0.09558531
23.12660217	0.11950100
23.15044403	0.12289990
23.17428589	0.07913913
23.19812775	0.03653019
23.22196960	0.05764157
23.24581146	0.00202866
23.26965332	0.06699516
23.29349518	0.09107451
23.31733704	0.62407510
23.34117889	1.40455700
23.36502075	1.11600400
23.38886261	0.30303800
23.41270447	0.02011571
23.43654633	0.04220745
23.46038818	0.01284934
23.48423004	0.04126119
23.50807190	0.06185915
23.53191376	0.09822197
23.55575562	0.11805870
23.57959747	0.14540810
23.60343933	0.19082580
23.62728119	0.24285880
23.65112305	0.19861740
23.67496490	0.09151672
23.69880676	0.07496906
23.72264862	0.04139159
23.74649048	0.07373118
23.77033234	0.13124900
23.79417419	0.11101360
23.81801605	0.09107539
23.84185791	0.03071539
23.86569977	0.07957000
23.88954163	0.05396128
23.91338348	0.19648710
23.93722534	0.22194110
23.96106720	0.26823910
23.98490906	0.71928190
24.00875092	0.90190040
24.03259277	0.53518470
24.05643463	0.19862080
24.08027649	0.04314984
24.10411835	0.10428740
24.12796021	0.11250770
24.15180206	0.12787020
24.17564392	0.08554453
24.19948578	0.02034221
24.22332764	0.03768227
24.24716949	0.01791808
24.27101135	0.07387509
24.29485321	0.10592040
24.31869507	0.65212690
24.34253693	1.35860800
24.36637878	1.01836900
24.39022064	0.26302070
24.41406250	0.02686038
24.43790436	0.02389733
24.46174622	0.04428325
24.48558807	0.06639197
24.50942993	0.05684135
24.53327179	0.06944569
24.55711365	0.11375520
24.58095551	0.17396460
24.60479736	0.26717400
24.62863922	0.28023220
24.65248108	0.17661830
24.67632294	0.08415771
24.70016479	0.04958576
24.72400665	0.04117751
24.74784851	0.04567729
24.77169037	0.11195370
24.79553223	0.12151660
24.81937408	0.08802225
24.84321594	0.04642478
24.86705780	0.08872221
24.89089966	0.03171653
24.91474152	0.19717740
24.93858337	0.22598180
24.96242523	0.31015090
24.98626709	0.82094040
25.01010895	0.98759270
25.03395081	0.55873950
25.05779266	0.17403290
25.08163452	0.03440553
25.10547638	0.10658480
25.12931824	0.11140060
25.15316010	0.14936590
25.17700195	0.10320640
25.20084381	0.01662985
25.22468567	0.01086857
25.24852753	0.02985488
25.27236938	0.06893149
25.29621124	0.11647600
25.32005310	0.65673310
25.34389496	1.26539300
25.36773682	0.90148500
25.39157867	0.24010130
25.41542053	0.04016083
25.43926239	0.01333183
25.46310425	0.05104403
25.48694611	0.06209116
25.51078796	0.03857284
25.53462982	0.03266918
25.55847168	0.10218950
25.58231354	0.19456110
25.60615540	0.32941400
25.62999725	0.31165040
25.65383911	0.15500210
25.67768097	0.07756031
25.70152283	0.03402415
25.72536469	0.03903489
25.74920654	0.01363927
25.77304840	0.07002385
25.79689026	0.11112610
25.82073212	0.09125976
25.84457397	0.05924776
25.86841583	0.06936657
25.89225769	0.04842765
25.91609955	0.21797940
25.93994141	0.22978470
25.96378326	0.32771890
25.98762512	0.83717640
26.01146698	0.97042140
26.03530884	0.53974530
26.05915070	0.15142220
26.08299255	0.04995666
26.10683441	0.10058610
26.13067627	0.09301956
26.15451813	0.14136460
26.17835999	0.08607163
26.20220184	0.02493805
26.22604370	0.02589370
26.24988556	0.03384769
26.27372742	0.06203165
26.29756927	0.13480940
26.32141113	0.63833920
26.34525299	1.13299100
26.36909485	0.76826390
26.39293671	0.21653220
26.41677856	0.05430944
26.44062042	0.04007159
26.46446228	0.06462122
26.48830414	0.05828336
26.51214600	0.03488911
26.53598785	0.02883303
26.55982971	0.08853363
26.58367157	0.21087950
26.60751343	0.37858910
26.63135529	0.32840140
26.65519714	0.13847610
26.67903900	0.08450959
26.70288086	0.03301505
26.72672272	0.05841378
26.75056458	0.02674527
26.77440643	0.06089650
26.79824829	0.11116020
26.82209015	0.08770712
26.84593201	0.09081892
26.86977386	0.08171016
26.89361572	0.06628040
26.91745758	0.22835750
26.94129944	0.22042440
26.96514130	0.32223450
26.98898315	0.77789950
27.01282501	0.86960560
27.03666687	0.48481620
27.06050873	0.13206400
27.08435059	0.05052566
27.10819244	0.06967942
27.13203430	0.08589677
27.15587616	0.15942690
27.17971802	0.10544650
27.20355988	0.06294322
27.22740173	0.04772832
27.25124359	0.03996972
27.27508545	0.05873354
27.29892731	0.15588340
27.32276917	0.59478670
27.34661102	0.95690000
27.37045288	0.61142420
27.39429474	0.18231760
27.41813660	0.07190984
27.44197845	0.06737265
27.46582031	0.06647743
27.48966217	0.05075464
27.51350403	0.04041190
27.53734589	0.01368076
27.56118774	0.07776388
27.58502960	0.22800670
27.60887146	0.40791170
